28 @-@ Year @-@ Old Chef Found Dead at San Francisco Mal ||| 28 岁 厨师 被 发现 死 于 旧金山 一家 商
in addition , there are a number of sources claiming that the new generation of iPhone will have the 3.5mm headphone jack cancelled , and adopt Bluetooth connection and charging interface instead , which will provide space for Apple to add a second speaker ||| 另外 ， 还有 多个 消息 源 声称 ， 新一代 iPhone 将 取消 3.5 mm 耳机 接口 ， 转而 使用 蓝牙 连接 和 充电 接口 ， 这 将 为 苹果 增加 第二个 扬声器 提供 空间
another evidence to support this news is that as early as 2014 , Apple will allow headset manufacturers to produce headset products via producing charging interface ||| 能 佐证 这一 消息 的 另 一 证据 是 ， 早 在 2014 年 苹果 就 允许 耳机 厂商 生产 通过 充电 接口 连接 的 耳机 产品
another evidence to confirm this message is that Apple allows the headphone manufacturer to produce headphone via the connection of charge interface ||| 这些 消息 或 真 或 假 ， 答案 直到 苹果 2016 秋季 发布会 才能 揭晓
whether these news are true or false will not be unveiled until the 2016 Apple autumn conference ||| 但 这 并 不 妨碍 业内人士 看好 iPhone7 的 前景 — — 许多 人 认为 ， iPhone7 将 很 有 可能 成为 苹果 对 iPhone 系列 的 最后 一次 大幅 升级
but this does not prevent the industry insiders to be optimistic about the prospects of iPhone7 - many people think that iPhone7 will be likely to become the last major upgrade of Apple &apos;s iPhone series , although it can be seen from the data released by the market research institution IDC that the market share of iPhone will decline to some degree ||| 虽然 从 不久前 市场 研究 机构 IDC 公布 的 数据 来看 ， iPhone 的 市场份额 有所 下滑
among them , Goldman Sachs ranked Apple &apos;s stock to be the rating of &quot; buying &quot; while BMO analyst thought that iPhone7 will obtain a historical high sales achievement ||| 其中 ， 高盛 将 苹果 的 股票 维持 “ 买入 ” 评级 ， 而 BMO 的 分析师 则 认为 iPhone7 将 收获 一份 历史性 的 销售 成绩
meanwhile , Broadcom CEO Hock Tan also said that Apple &apos;s future revenue growth will likely be more than 20 % , which is entirely due to the introduction of iPhone7 ||| 同时 博通 公司 的 CEO   Hock   Tan 也 表示 ， 苹果 未来 的 营收 增加 将 有 可能 超过 20% ， 而 这 完全 得益于 iPhone7 的 推出
7 % of respondents said they have the plan to buy iPhone7 , while only 4 % people had the plan to buy iPhone6 ||| 有 7% 的 受访者 表示 他们 有 购买 iPhone7 的 打算 ， 而 两年 前 计划 购买 iPhone6 的 人数 比例 只有 4%
it is understood that currently 20 % of user groups of iPhone6 or 6Plus have such a plan to purchase iPhone7 . this is a quite high proportion ||| 据 了解 ， 目前 持有 iPhone6 或 6Plus 的 用户 群体 有 20% 计划 购买 iPhone7 ， 这是 一个 相当 高 的 比例
secondly , according to expert analysis , most of the iPhone fans like to replace their own iPhone mobile phone ||| 其次 ， 有 专家 分析 ， 大部分 果粉 都 喜欢 隔代 更换 自己 的 iPhone 手机
according to statistics , among all iPhone users , about 26 % of users have not changed their phones for 2 years . that is , almost 120 million users of iPhones have been using the same iPhone for 2 years ||| 据统计 ， 在 所有 的 iPhone 用户 中 ， 有 大约 26% 的 用户 已经 2 年 没有 更换 手机 了 ， 也 就是 差不多 有 1.2 亿 的 用户 的 iPhone 已经 用 了 2 年
according to media , Taiwan witnessed several earthquakes during the production period of iPhone7 . &quot; the destruction of TSMC production facilities is beyond imagination and may impact the initial supply of iPhone7 . ||| 有 媒体 称 ， iPhone7 生产 期间 ， 台湾 遭遇 数次 地震 ， “ 台积 电 生产 设施 的 受 破坏 程度 超出 想象 ， 并 有 可能 对 初期 的 iPhone7 供应 产生 影响 。
supply and demand contradiction will affect the average user , so it is time to choose a good channel and purchase the genuine iPhone7 for the first time ||| 供需矛盾 会 影响 普通用户 ， 是 时候 选择 一个 好 渠道 ， 第一 时间 低价 入手 正品 iPhone7
according to informed sources , recently , Suning executives and Apple frequently meet , with the purpose to prepare adequate supply ||| 据 知情 人士 透露 ， 近期 ， 苏宁 高层 与 苹果公司 频频 见面 ， 目的 就是 为了 准备 充足 的 货源
operators have negotiated with Suning . so it is foreseeable that , with the depth of cooperation between the two sides , lower prices and more intimate services will inevitably bring to users ||| 运营商 已经 与 苏宁 谈妥 ， 可以 预见 的 是 ， 随着 双方 的 深度 合作 ， 必然 会为 用户 带来 更 低 的 价格 和 更 贴心 的 服务
&quot; with the lowest price , the consumer may &quot; buy iPhone7 with just 7 yuan per day &quot; ||| “ 最低 的 价格 ， 消费者 可能 ‘ 一天 只 需 7 元 钱 ， 就 能 购买 iPhone7 ’ 。
adequate supply and a variety of concessions will alleviate the pressure of iPhone7 buying . Suning &apos;s logistics will change such good feeling into more intuitive sense of experience ||| 充足 的 货源 与 多样 的 优惠 ， 让 购买 iPhone7 不再 “ 压力 山 大 ” ， 而 苏宁 的 物流 ， 更是 会 把 这种 美好 变成 更 直观 的 体验 感
maybe you &apos;ll get a call at midnight . &quot; hello , Suning Tesco , your iPhone7 is here . ||| 也许 ， 你 半夜 就 会 接到 电话 ， “ 您好 ， 苏宁 易购 ， 您 的 iPhone7 到 了 。
the organizers hope that the local people can understand more about the history of Chinese culture via the cultural relics exhibition , thereby enhancing the mutual understanding and friendship between the two peoples ||| 主办方 希望 通过 文物展 ， 让 当地 人民 更多地 了解 历史悠久 的 中国 文化 ， 从而 增进 两国人民 之间 的 相互理解 和 友谊
as part of the European tour , Barcelona &apos;s &quot; Ming Dynasty Heritage Exhibition &quot; will continue until early October ||| 巴塞罗那 的 “ 明代 文物展 ” 是 欧洲 巡展 的 一部分 ， 将 持续 到 10 月初
yesterday , Huaxia Bank and Shanghai Pudong Development Bank issued a semi @-@ annual report of the year 2016 . in the second quarter , China Securities Finance Corporation Limited ( CSFC ) will once again buy their shares ||| 华夏银行 、 浦发银行 昨日 发布 2016 年 半年报 ， 二季度 中证金 再度 出手 增持 其 股份
among them , CSFC will hold an additional 29.2931 million shares of Huaxia Bank . by the end of June , CSFC will increase its shares of Huaxia Bank to 387 million shares , raising its shares of Huaxia Bank from 3.35 % to 3.62 % ||| 其中 ， 中证金 增持 华夏银行 2929.31 万股 ， 至 6 月末 ， 中证金 持有 华夏银行 股份 数 增至 3.87 亿股 ， 占 其 股份 比例 也 由 3.35% 增至 3.62%
according to the estimates of China Merchants Securities , deducted from the shares , CSFC will hold another 38 million shares of Pudong Development Bank in the second quarter and raise its shares to almost 600 million shares , which account for 2.77 % of the bank shares ||| 另据 招商 证券 测算 ， 扣除 转增 ， 中证金 二季度 亦 增持 浦发银行 3800 万股 ， 持有 其 股份 数 增至 近 6 亿股 ， 占 浦发银行 股份 比例 为 2.77%
recently , Shizi Bang Hebo Park , Zhengfu village , Tongxiang City , Zhejiang province will be open to villagers and tourists formally ||| 近日 ， 浙江省 桐乡市 正福村 狮子 浜 的 荷 博园 正式 对 村民 和 游客 开放
composed of more than 100 circular small ponds , the park is planted with more than 300 varieties of ornamental lotus , water lilies and so on ||| 该园 由 100 多个 圆形 小 池塘 组成 ， 种植 了 约 300 个 品种 的 观赏 荷花 、 睡莲 等
rural lotus industry is both ornamental and amusing , with economic benefits and has become the highlights for the development of new villages ||| 乡村 荷花 产业 兼具 观赏性 、 休闲 性 和 经济效益 ， 成为 当地 新 农村 发展 的 亮点
according to foreign media reports , the &quot; green pool &quot; incident of Rio Olympic Games gained much attention because its diving pool water was changed from blue to green ||| 据 外媒 报道 ， 因 跳水池 池水 从 蓝 变绿 ， 里 约 奥运 “ 绿池 ” 事件 近日 备受 外界 关注
however , on the morning of the 10th day of the month , the water of the match pool adjacent to the water pool also turned green ||| 然而 ， 10 日 早晨 ， 与 跳水池 相邻 的 水球 比赛 池 的 水 也 变成 了 绿色
Australian water polo contestant said that his eyes feel tingling and would like to shed tears ||| 澳大利亚 水球 选手 赛后 表示 他 的 眼睛 感到 刺痛 ， 想 流眼泪
previously , Rio officials confirmed the situation of water greening , and said the water color is due to the weakening of alkaline reasons and will not affect the athlete &apos;s health ||| 此前 ， 里 约 奥运 官方 人员 确认 了 池水 变绿 的 情况 ， 并 表示 池水 变色 是 由于 碱性 变弱 的 原因 ， 不会 影响 运动员 身体健康
however , after Australian players achieved success with the Japanese delegation in the water polo pool , they said their eyes felt pricking ||| 但是 澳大利亚 运动员 在 与 日本 代表队 在 水球 池 进行 比赛 获得胜利 之后 表示 ， 眼睛 感到 刺痛
when the water of diving pool turned green , the hosting party worked overtime to deal with the diving pool problems in the evening of the 9th day of the month and found the rapid change of water polo pool in the morning of the 10th day of the month ||| 最早 在 跳水池 池水 变绿 后 ， 比赛 主办方 在 9 日晚 加班 处理 跳水池 的 问题 ， 但 在 10 日 早晨 发现 水球 池 颜色 也 迅速 发生变化
during the competition period of the Australia and Japanese team , the environmental conditions of the water polo pond gradually worsened , but the official stressed that they would manage to return the water quality of the two pools to their original colors on the 11th day of the month ||| 澳大利亚队 与 日本队 比赛 期间 ， 水球 池 的 环境 条件 逐步 恶化 ， 但 官方 强调 他们 会 在 11 日 将 两个 泳池 的 水质 恢复 到 原来 的 颜色
Mario Andrada , the spokesman of Rio Olympic Games said , &quot; The alkalinity of water quality in the diving pool firstly turned weak after the yesterday afternoon &quot; ||| 里 约 奥运会 发言人 安 德拉 达 ( Mario   Andrada ) 表示 ： “ 昨天 午后 ， 跳水池 中 的 水 碱性 程度 首先 变弱 。
